"tm","regex_mrp","bert990_mrp","regex_uw","bert990_uw","iclaimnsa","iclaimnsa_raw"
199504,NA,NA,NA,NA,2.43328638041578,2.43328638041578
199505,NA,NA,NA,NA,2.40708786671848,2.40708786671848
199506,NA,NA,NA,NA,2.31817685059258,2.31817685059258
199507,NA,NA,NA,NA,2.35214688167865,2.35214688167865
199508,NA,NA,NA,NA,2.16289221876821,2.16289221876821
199509,NA,NA,NA,NA,1.92422163396153,1.92422163396153
199510,NA,NA,NA,NA,2.07654337478143,2.07654337478143
199511,NA,NA,NA,NA,2.06175927724888,2.06175927724888
199512,NA,NA,NA,NA,1.93813143578784,1.93813143578784
199513,NA,NA,NA,NA,1.85466655333204,1.85466655333204
199514,NA,NA,NA,NA,1.7852086166699,1.7852086166699
199515,NA,NA,NA,NA,2.16700262288712,2.16700262288712
199516,NA,NA,NA,NA,1.93091849621139,1.93091849621139
199517,NA,NA,NA,NA,1.92510200116573,1.92510200116573
199518,NA,NA,NA,NA,1.85541334758112,1.85541334758112
199519,NA,NA,NA,NA,1.97565329318049,1.97565329318049
199520,NA,NA,NA,NA,1.89215805323489,1.89215805323489
199521,NA,NA,NA,NA,1.92044516223043,1.92044516223043
199522,NA,NA,NA,NA,1.90913396153099,1.90913396153099
199523,NA,NA,NA,NA,1.73988488439868,1.73988488439868
199524,NA,NA,NA,NA,2.06798863415582,2.06798863415582
199525,NA,NA,NA,NA,2.05102486885564,2.05102486885564
199526,NA,NA,NA,NA,1.969660724694,1.969660724694
199527,NA,NA,NA,NA,2.07163760442976,2.07163760442976
199528,NA,NA,NA,NA,2.60243831358073,2.60243831358073
199529,NA,NA,NA,NA,2.98651520303089,2.98651520303089
199530,NA,NA,NA,NA,2.4851794734797,2.4851794734797
199531,NA,NA,NA,NA,1.89253448610841,1.89253448610841
199532,NA,NA,NA,NA,1.88643263065864,1.88643263065864
199533,NA,NA,NA,NA,1.8014863027006,1.8014863027006
199534,NA,NA,NA,NA,1.73655163201865,1.73655163201865
199535,NA,NA,NA,NA,1.65255245774237,1.65255245774237
199536,NA,NA,NA,NA,1.69214469593938,1.69214469593938
199537,NA,NA,NA,NA,1.615898824558,1.615898824558
199538,NA,NA,NA,NA,1.84769647367398,1.84769647367398
199539,NA,NA,NA,NA,1.65406426073441,1.65406426073441
199540,NA,NA,NA,NA,1.63363974159705,1.63363974159705
199541,NA,NA,NA,NA,2.09655503205751,2.09655503205751
199542,NA,NA,NA,NA,1.86070162230425,1.86070162230425
199543,NA,NA,NA,NA,1.96021954536623,1.96021954536623
199544,NA,NA,NA,NA,2.01610768408782,2.01610768408782
199545,NA,NA,NA,NA,2.32955483776957,2.32955483776957
199546,NA,NA,NA,NA,2.03505075772295,2.03505075772295
199547,NA,NA,NA,NA,2.58578419467651,2.58578419467651
199548,NA,NA,NA,NA,2.0416565475034,2.0416565475034
199549,NA,NA,NA,NA,2.88121721391102,2.88121721391102
199550,NA,NA,NA,NA,2.55676243442782,2.55676243442782
199551,NA,NA,NA,NA,2.57097581115213,2.57097581115213
199552,NA,NA,NA,NA,2.97715295317661,2.97715295317661
199553,NA,NA,NA,NA,3.11884350106858,3.11884350106858
199601,NA,NA,NA,NA,3.6186734991257,3.6186734991257
199602,NA,NA,NA,NA,3.87306926364873,3.87306926364873
199603,NA,NA,NA,NA,3.10144258791529,3.10144258791529
199604,NA,NA,NA,NA,2.99304206333787,2.99304206333787
199605,NA,NA,NA,NA,2.63316616475617,2.63316616475617
199606,NA,NA,NA,NA,2.67729381192928,2.67729381192928
199607,NA,NA,NA,NA,2.4002574315135,2.4002574315135
199608,NA,NA,NA,NA,2.10713158150379,2.10713158150379
199609,NA,NA,NA,NA,2.23457839518166,2.23457839518166
199610,NA,NA,NA,NA,2.16034826112298,2.16034826112298
199611,NA,NA,NA,NA,2.16794977656888,2.16794977656888
199612,NA,NA,NA,NA,2.40875145715951,2.40875145715951
199613,NA,NA,NA,NA,2.07659194676511,2.07659194676511
199614,NA,NA,NA,NA,2.14343306780649,2.14343306780649
199615,NA,NA,NA,NA,2.08649455993783,2.08649455993783
199616,NA,NA,NA,NA,2.04022367398485,2.04022367398485
199617,NA,NA,NA,NA,1.77261632990091,1.77261632990091
199618,NA,NA,NA,NA,1.81049033417525,1.81049033417525
199619,NA,NA,NA,NA,1.84289391878764,1.84289391878764
199620,NA,NA,NA,NA,1.74792961919565,1.74792961919565
199621,NA,NA,NA,NA,1.74629638624441,1.74629638624441
199622,NA,NA,NA,NA,1.61572275111716,1.61572275111716
199623,NA,NA,NA,NA,1.99812390713037,1.99812390713037
199624,NA,NA,NA,NA,1.8648059549252,1.8648059549252
199625,NA,NA,NA,NA,1.89567952205168,1.89567952205168
199626,NA,NA,NA,NA,1.91625582863804,1.91625582863804
199627,NA,NA,NA,NA,2.32531693219351,2.32531693219351
199628,NA,NA,NA,NA,2.72919904798912,2.72919904798912
199629,NA,NA,NA,NA,2.1880767923062,2.1880767923062
199630,NA,NA,NA,NA,1.78964688167865,1.78964688167865
199631,NA,NA,NA,NA,1.71954536623276,1.71954536623276
199632,NA,NA,NA,NA,1.73520375947154,1.73520375947154
199633,NA,NA,NA,NA,1.61345201088012,1.61345201088012
199634,NA,NA,NA,NA,1.57662837575287,1.57662837575287
199635,NA,NA,NA,NA,1.52652637458714,1.52652637458714
199636,NA,NA,NA,NA,1.45043836215271,1.45043836215271
199637,NA,NA,NA,NA,1.65426462016709,1.65426462016709
199638,NA,NA,NA,NA,1.65892753060035,1.65892753060035
199639,NA,NA,NA,NA,1.58618491354187,1.58618491354187
199640,NA,NA,NA,NA,1.77305347775403,1.77305347775403
199641,NA,NA,NA,NA,1.86104162619001,1.86104162619001
199642,NA,NA,NA,NA,1.6510467262483,1.6510467262483
199643,NA,NA,NA,NA,1.89409486108413,1.89409486108413
199644,NA,NA,NA,NA,1.94790047600544,1.94790047600544
199645,NA,NA,NA,NA,2.06576646590247,2.06576646590247
199646,NA,NA,NA,NA,2.00802652030309,2.00802652030309
199647,NA,NA,NA,NA,2.32849232562658,2.32849232562658
199648,NA,NA,NA,NA,1.99258062949291,1.99258062949291
199649,NA,NA,NA,NA,2.69759690110744,2.69759690110744
199650,NA,NA,NA,NA,2.45553234894113,2.45553234894113
199651,NA,NA,NA,NA,2.60810909267534,2.60810909267534
199652,NA,NA,NA,NA,3.16112541286186,3.16112541286186
199701,NA,NA,NA,NA,3.28595541091898,3.28595541091898
199702,NA,NA,NA,NA,3.97363148435982,3.97363148435982
199703,NA,NA,NA,NA,3.1202217311055,3.1202217311055
199704,NA,NA,NA,NA,2.33940887895862,2.33940887895862
199705,NA,NA,NA,NA,2.30777030308918,2.30777030308918
199706,NA,NA,NA,NA,2.25110501262872,2.25110501262872
199707,NA,NA,NA,NA,1.94515008742957,1.94515008742957
199708,NA,NA,NA,NA,1.87731931222071,1.87731931222071
199709,NA,NA,NA,NA,1.92672309112104,1.92672309112104
199710,NA,NA,NA,NA,1.91122862832718,1.91122862832718
199711,NA,NA,NA,NA,1.80140130172916,1.80140130172916
199712,NA,NA,NA,NA,1.76961700990868,1.76961700990868
199713,NA,NA,NA,NA,1.63215829609481,1.63215829609481
199714,NA,NA,NA,NA,1.8893651641733,1.8893651641733
199715,NA,NA,NA,NA,2.00154823197979,2.00154823197979
199716,NA,NA,NA,NA,1.7400488148436,1.7400488148436
199717,NA,NA,NA,NA,1.79209976685448,1.79209976685448
199718,NA,NA,NA,NA,1.79491087040995,1.79491087040995
199719,NA,NA,NA,NA,1.68819215076744,1.68819215076744
199720,NA,NA,NA,NA,1.62261390130173,1.62261390130173
